rollo,id,filename
611,2109,r611_2109.1976
611,2123,r611_2123.1976
611,2126,r611_2126.1976
611,2130,r611_2130.1976
611,2132,r611_2132.1976
611,2139,r611_2139.1976
611,2140,r611_2140.1976
611,2143,r611_2143.1976
611,2172,r611_2172.1976
611,2182,r611_2182.1976
611,2194,r611_2194.1976
611,2203,r611_2203.1976
611,2211,r611_2211.1976
611,2221,r611_2221.1976
611,2230,r611_2230.1976
611,2240,r611_2240.1976
611,2252,r611_2252.1976
611,2260,r611_2260.1976
611,2261,r611_2261.1976
611,2270,r611_2270.1976
611,2277,r611_2277.1976
611,2281,r611_2281.1976
611,2316,r611_2316.1976
611,2317,r611_2317.1976
611,2326,r611_2326.1976
611,2328,r611_2328.1976
611,2351,r611_2351.1976
611,2373,r611_2373.1976
611,2379,r611_2379.1976
611,2391,r611_2391.1976
611,2396,r611_2396.1976
611,2413,r611_2413.1976
611,2417,r611_2417.1976
629,10,r629_0010.1975
629,11,r629_0011.1975
629,15,r629_0015.1975
629,31,r629_0031.1975
629,42,r629_0042.1975
629,49,r629_0049.1975
629,50,r629_0050.1975
629,59,r629_0059.1975
629,60,r629_0060.1975
629,140,r629_0140.1975
629,141,r629_0141.1975
629,180,r629_0180.1975
629,191,r629_0191.1975
629,198,r629_0198.1975
629,206,r629_0206.1975
629,246,r629_0246.1975
629,252,r629_0252.1975
629,275,r629_0275.1975
629,283,r629_0283.1975
629,286,r629_0286.1975
629,303,r629_0303.1975
629,305,r629_0305.1975
629,325,r629_0325.1975
629,330,r629_0330.1975
629,335,r629_0335.1975
629,337,r629_0337.1975
629,349,r629_0349.1975
629,350,r629_0350.1975
629,358,r629_0358.1975
629,361,r629_0361.1975
629,363,r629_0363.1975
629,366,r629_0366.1975
629,369,r629_0369.1975
629,380,r629_0380.1975
629,406,r629_0406.1975
629,413,r629_0413.1975
629,430,r629_0430.1975
629,442,r629_0442.1975
629,460,r629_0460.1975
629,461,r629_0461.1975
629,502,r629_0502.1975
629,506,r629_0506.1975
629,511,r629_0511.1975
629,513,r629_0513.1975
629,521,r629_0521.1975
629,526,r629_0526.1975
629,527,r629_0527.1975
629,533,r629_0533.1975
629,534,r629_0534.1975
629,543,r629_0543.1975
629,544,r629_0544.1975
629,545,r629_0545.1975
629,548,r629_0548.1975
629,584,r629_0584.1975
629,587,r629_0587.1975
629,600,r629_0600.1975
629,609,r629_0609.1975
629,618,r629_0618.1975
629,620,r629_0620.1975
629,624,r629_0624.1975
629,625,r629_0625.1975
629,638,r629_0638.1975
629,639,r629_0639.1975
629,643,r629_0643.1975
629,663,r629_0663.1975
629,668,r629_0668.1975
629,670,r629_0670.1975
629,695,r629_0695.1975
629,708,r629_0708.1975
629,714,r629_0714.1975
629,716,r629_0716.1975
629,729,r629_0729.1975
629,738,r629_0738.1975
629,739,r629_0739.1975
629,740,r629_0740.1975
629,750,r629_0750.1975
629,753,r629_0753.1975
629,759,r629_0759.1975
629,767,r629_0767.1975
629,785,r629_0785.1975
629,786,r629_0786.1975
629,798,r629_0798.1975
629,801,r629_0801.1975
629,808,r629_0808.1975
629,823,r629_0823.1975
629,830,r629_0830.1975
629,833,r629_0833.1975
629,856,r629_0856.1975
629,862,r629_0862.1975
629,882,r629_0882.1975
629,886,r629_0886.1975
629,917,r629_0917.1975
629,936,r629_0936.1975
629,959,r629_0959.1975
629,960,r629_0960.1975
629,967,r629_0967.1975
629,988,r629_0988.1975
629,1001,r629_1001.1975
629,1014,r629_1014.1975
629,1019,r629_1019.1975
629,1023,r629_1023.1975
629,1026,r629_1026.1975
629,1029,r629_1029.1975
629,1046,r629_1046.1975
629,1047,r629_1047.1975
629,1088,r629_1088.1975
629,1106,r629_1106.1975
629,1109,r629_1109.1975
629,1131,r629_1131.1975
629,1157,r629_1157.1975
629,1163,r629_1163.1975
629,1169,r629_1169.1975
629,1183,r629_1183.1975
629,1185,r629_1185.1975
629,1186,r629_1186.1975
629,1188,r629_1188.1975
629,1189,r629_1189.1975
629,1192,r629_1192.1975
629,1204,r629_1204.1975
629,1234,r629_1234.1975
629,1258,r629_1258.1975
629,1260,r629_1260.1975
629,1275,r629_1275.1975
629,1282,r629_1282.1975
629,1290,r629_1290.1975
629,1300,r629_1300.1975
629,1327,r629_1327.1975
629,1342,r629_1342.1975
629,1349,r629_1349.1975
629,1350,r629_1350.1975
629,1370,r629_1370.1975
629,1380,r629_1380.1975
629,1395,r629_1395.1975
629,1397,r629_1397.1975
629,1407,r629_1407.1975
629,1409,r629_1409.1975
629,1412,r629_1412.1975
629,1436,r629_1436.1975
629,1464,r629_1464.1975
629,1476,r629_1476.1975
629,1483,r629_1483.1975
629,1487,r629_1487.1975
629,1493,r629_1493.1975
629,1498,r629_1498.1975
629,1521,r629_1521.1975
629,1538,r629_1538.1975
629,1543,r629_1543.1975
629,1544,r629_1544.1975
629,1547,r629_1547.1975
629,1553,r629_1553.1975
629,1563,r629_1563.1975
629,1573,r629_1573.1975
629,1580,r629_1580.1975
629,1594,r629_1594.1975
629,1608,r629_1608.1975
629,1614,r629_1614.1975
629,1616,r629_1616.1975
629,1624,r629_1624.1975
629,1629,r629_1629.1975
629,1630,r629_1630.1975
629,1631,r629_1631.1975
629,1642,r629_1642.1975
629,1654,r629_1654.1975
629,1675,r629_1675.1975
629,1678,r629_1678.1975
629,1685,r629_1685.1975
629,1687,r629_1687.1975
629,1690,r629_1690.1975
629,1700,r629_1700.1975
629,1703,r629_1703.1975
629,1707,r629_1707.1975
629,1718,r629_1718.1975
629,1728,r629_1728.1975
629,1740,r629_1740.1975
629,1755,r629_1755.1975
629,1768,r629_1768.1975
629,1776,r629_1776.1975
629,1786,r629_1786.1975
629,1788,r629_1788.1975
629,1794,r629_1794.1975
629,1800,r629_1800.1975
629,1819,r629_1819.1975
629,1820,r629_1820.1975
629,1840,r629_1840.1975
629,1841,r629_1841.1975
629,1845,r629_1845.1975
629,1850,r629_1850.1975
629,1857,r629_1857.1975
629,1874,r629_1874.1975
629,1876,r629_1876.1975
629,1898,r629_1898.1975
629,1904,r629_1904.1975
629,1907,r629_1907.1975
629,1914,r629_1914.1975
629,1927,r629_1927.1975
629,1936,r629_1936.1975
629,1948,r629_1948.1975
629,1956,r629_1956.1975
629,1973,r629_1973.1975
629,1975,r629_1975.1975
629,1978,r629_1978.1975
629,1992,r629_1992.1975
629,1995,r629_1995.1975
629,2020,r629_2020.1975
629,2031,r629_2031.1975
629,2033,r629_2033.1975
629,2049,r629_2049.1975
629,2051,r629_2051.1975
629,2060,r629_2060.1975
629,2078,r629_2078.1975
629,2093,r629_2093.1975
629,2096,r629_2096.1975
629,2100,r629_2100.1975
629,2105,r629_2105.1975
629,2120,r629_2120.1975
629,2133,r629_2133.1975
629,2146,r629_2146.1975
629,2153,r629_2153.1975
629,2171,r629_2171.1975
629,2194,r629_2194.1975
629,2196,r629_2196.1975
629,2197,r629_2197.1975
629,2200,r629_2200.1975
629,2201,r629_2201.1975
629,2211,r629_2211.1975
629,2216,r629_2216.1975
629,2228,r629_2228.1975
629,2241,r629_2241.1975
629,2256,r629_2256.1975
629,2275,r629_2275.1975
629,2279,r629_2279.1975
629,2288,r629_2288.1975
629,2293,r629_2293.1975
629,2309,r629_2309.1975
629,2317,r629_2317.1975
629,2324,r629_2324.1975
629,2331,r629_2331.1975
629,2333,r629_2333.1975
629,2343,r629_2343.1975
629,2348,r629_2348.1975
629,2351,r629_2351.1975
629,2359,r629_2359.1975
629,2367,r629_2367.1975
629,2368,r629_2368.1975
629,2369,r629_2369.1975
629,2377,r629_2377.1975
629,2378,r629_2378.1975
629,2391,r629_2391.1975
629,2407,r629_2407.1975
629,2414,r629_2414.1975
629,2419,r629_2419.1975
629,2431,r629_2431.1975
629,2447,r629_2447.1975
629,2452,r629_2452.1975
629,2462,r629_2462.1975
629,2466,r629_2466.1975
629,2470,r629_2470.1975
629,2478,r629_2478.1975
629,2483,r629_2483.1975
629,2486,r629_2486.1975
629,2493,r629_2493.1975
640,7,r640_0007.1975
640,8,r640_0008.1975
640,22,r640_0022.1975
640,28,r640_0028.1975
640,76,r640_0076.1975
640,77,r640_0077.1975
640,85,r640_0085.1975
640,88,r640_0088.1975
640,99,r640_0099.1975
640,101,r640_0101.1975
640,105,r640_0105.1975
640,113,r640_0113.1975
640,132,r640_0132.1975
640,142,r640_0142.1975
640,147,r640_0147.1975
640,149,r640_0149.1975
640,179,r640_0179.1975
640,194,r640_0194.1975
640,225,r640_0225.1975
640,235,r640_0235.1975
640,254,r640_0254.1975
640,260,r640_0260.1975
640,272,r640_0272.1975
640,286,r640_0286.1975
640,288,r640_0288.1975
640,295,r640_0295.1975
640,299,r640_0299.1975
640,300,r640_0300.1975
640,311,r640_0311.1975
640,312,r640_0312.1975
640,320,r640_0320.1975
640,370,r640_0370.1975
640,377,r640_0377.1975
640,384,r640_0384.1975
640,387,r640_0387.1975
640,410,r640_0410.1975
640,411,r640_0411.1975
640,417,r640_0417.1975
640,423,r640_0423.1975
640,425,r640_0425.1975
640,452,r640_0452.1975
640,454,r640_0454.1975
640,457,r640_0457.1975
640,471,r640_0471.1975
640,474,r640_0474.1975
640,475,r640_0475.1975
640,479,r640_0479.1975
640,485,r640_0485.1975
640,488,r640_0488.1975
640,492,r640_0492.1975
640,511,r640_0511.1975
640,523,r640_0523.1975
640,526,r640_0526.1975
640,536,r640_0536.1975
640,540,r640_0540.1975
640,548,r640_0548.1975
640,549,r640_0549.1975
640,565,r640_0565.1975
640,576,r640_0576.1975
640,604,r640_0604.1975
640,606,r640_0606.1975
640,625,r640_0625.1975
640,626,r640_0626.1975
640,635,r640_0635.1975
640,671,r640_0671.1975
640,719,r640_0719.1975
640,723,r640_0723.1975
640,741,r640_0741.1975
640,762,r640_0762.1975
640,765,r640_0765.1975
640,768,r640_0768.1975
640,769,r640_0769.1975
640,776,r640_0776.1975
640,777,r640_0777.1975
640,788,r640_0788.1975
640,789,r640_0789.1975
640,810,r640_0810.1975
640,826,r640_0826.1975
640,832,r640_0832.1975
640,835,r640_0835.1975
640,837,r640_0837.1975
640,838,r640_0838.1975
640,858,r640_0858.1975
640,888,r640_0888.1975
640,897,r640_0897.1975
640,901,r640_0901.1975
640,908,r640_0908.1975
640,917,r640_0917.1975
640,931,r640_0931.1975
640,934,r640_0934.1975
640,946,r640_0946.1975
640,954,r640_0954.1975
640,975,r640_0975.1975
640,979,r640_0979.1975
640,983,r640_0983.1975
640,998,r640_0998.1975
640,1014,r640_1014.1975
640,1029,r640_1029.1975
640,1030,r640_1030.1975
640,1031,r640_1031.1975
640,1037,r640_1037.1975
640,1038,r640_1038.1975
640,1040,r640_1040.1975
640,1047,r640_1047.1975
640,1048,r640_1048.1975
640,1049,r640_1049.1975
640,1066,r640_1066.1975
640,1072,r640_1072.1975
640,1074,r640_1074.1975
640,1089,r640_1089.1975
640,1090,r640_1090.1975
640,1127,r640_1127.1975
640,1145,r640_1145.1975
640,1150,r640_1150.1975
640,1157,r640_1157.1975
640,1158,r640_1158.1975
640,1219,r640_1219.1975
640,1236,r640_1236.1975
640,1239,r640_1239.1975
640,1240,r640_1240.1975
640,1270,r640_1270.1975
640,1274,r640_1274.1975
640,1288,r640_1288.1975
640,1297,r640_1297.1975
640,1302,r640_1302.1975
640,1305,r640_1305.1975
640,1312,r640_1312.1975
640,1329,r640_1329.1975
640,1330,r640_1330.1975
640,1333,r640_1333.1975
640,1335,r640_1335.1975
640,1344,r640_1344.1975
640,1359,r640_1359.1975
640,1362,r640_1362.1975
640,1364,r640_1364.1975
640,1371,r640_1371.1975
640,1383,r640_1383.1975
640,1388,r640_1388.1975
640,1403,r640_1403.1975
640,1410,r640_1410.1975
640,1416,r640_1416.1975
640,1430,r640_1430.1975
640,1444,r640_1444.1975
640,1457,r640_1457.1975
640,1476,r640_1476.1975
640,1481,r640_1481.1975
640,1483,r640_1483.1975
640,1488,r640_1488.1975
640,1503,r640_1503.1975
640,1515,r640_1515.1975
640,1516,r640_1516.1975
640,1527,r640_1527.1975
640,1530,r640_1530.1975
640,1531,r640_1531.1975
640,1535,r640_1535.1975
640,1536,r640_1536.1975
640,1548,r640_1548.1975
640,1556,r640_1556.1975
640,1559,r640_1559.1975
640,1583,r640_1583.1975
640,1585,r640_1585.1975
640,1613,r640_1613.1975
640,1620,r640_1620.1975
640,1636,r640_1636.1975
640,1645,r640_1645.1975
640,1656,r640_1656.1975
640,1712,r640_1712.1975
640,1723,r640_1723.1975
640,1732,r640_1732.1975
640,1750,r640_1750.1975
640,1760,r640_1760.1975
640,1761,r640_1761.1975
640,1765,r640_1765.1975
640,1792,r640_1792.1975
640,1797,r640_1797.1975
640,1813,r640_1813.1975
640,1822,r640_1822.1975
640,1832,r640_1832.1975
640,1835,r640_1835.1975
640,1870,r640_1870.1975
640,1890,r640_1890.1975
640,1892,r640_1892.1975
640,1912,r640_1912.1975
640,1948,r640_1948.1975
640,1961,r640_1961.1975
640,1962,r640_1962.1975
640,1969,r640_1969.1975
640,1976,r640_1976.1975
640,1986,r640_1986.1975
640,1987,r640_1987.1975
640,2000,r640_2000.1975
640,2011,r640_2011.1975
640,2042,r640_2042.1975
640,2048,r640_2048.1975
640,2056,r640_2056.1975
643,3,r643_0003.1975
643,8,r643_0008.1975
643,15,r643_0015.1975
643,43,r643_0043.1975
643,45,r643_0045.1975
643,49,r643_0049.1975
643,63,r643_0063.1975
643,90,r643_0090.1975
643,92,r643_0092.1975
643,94,r643_0094.1975
643,100,r643_0100.1975
643,121,r643_0121.1975
643,134,r643_0134.1975
643,136,r643_0136.1975
643,145,r643_0145.1975
643,154,r643_0154.1975
643,155,r643_0155.1975
643,180,r643_0180.1975
643,194,r643_0194.1975
643,201,r643_0201.1975
643,222,r643_0222.1975
643,238,r643_0238.1975
643,239,r643_0239.1975
643,241,r643_0241.1975
643,243,r643_0243.1975
643,264,r643_0264.1975
643,273,r643_0273.1975
643,282,r643_0282.1975
643,292,r643_0292.1975
643,293,r643_0293.1975
643,299,r643_0299.1975
643,300,r643_0300.1975
643,303,r643_0303.1975
643,337,r643_0337.1975
643,385,r643_0385.1975
643,394,r643_0394.1975
643,418,r643_0418.1975
643,429,r643_0429.1975
643,447,r643_0447.1975
643,461,r643_0461.1975
643,469,r643_0469.1975
643,483,r643_0483.1975
643,501,r643_0501.1975
643,525,r643_0525.1975
643,543,r643_0543.1975
643,551,r643_0551.1975
643,570,r643_0570.1975
643,592,r643_0592.1975
643,599,r643_0599.1975
643,625,r643_0625.1975
643,658,r643_0658.1975
643,666,r643_0666.1975
643,690,r643_0690.1975
643,711,r643_0711.1975
643,712,r643_0712.1975
643,755,r643_0755.1975
643,796,r643_0796.1975
643,802,r643_0802.1975
643,809,r643_0809.1975
643,811,r643_0811.1975
643,817,r643_0817.1975
643,819,r643_0819.1975
643,824,r643_0824.1975
643,843,r643_0843.1975
643,845,r643_0845.1975
643,867,r643_0867.1975
643,876,r643_0876.1975
643,906,r643_0906.1975
643,907,r643_0907.1975
643,910,r643_0910.1975
643,914,r643_0914.1975
643,920,r643_0920.1975
643,931,r643_0931.1975
643,964,r643_0964.1975
643,974,r643_0974.1975
643,996,r643_0996.1975
643,1015,r643_1015.1975
643,1054,r643_1054.1975
643,1061,r643_1061.1975
643,1067,r643_1067.1975
643,1088,r643_1088.1975
643,1113,r643_1113.1975
643,1121,r643_1121.1975
643,1141,r643_1141.1975
643,1144,r643_1144.1975
643,1151,r643_1151.1975
643,1162,r643_1162.1975
643,1169,r643_1169.1975
643,1174,r643_1174.1975
643,1179,r643_1179.1975
643,1208,r643_1208.1975
643,1243,r643_1243.1975
643,1245,r643_1245.1975
643,1334,r643_1334.1975
643,1350,r643_1350.1975
643,1386,r643_1386.1975
643,1395,r643_1395.1975
643,1447,r643_1447.1975
643,1465,r643_1465.1975
643,1485,r643_1485.1975
643,1507,r643_1507.1975
643,1512,r643_1512.1975
643,1514,r643_1514.1975
643,1534,r643_1534.1975
643,1564,r643_1564.1975
643,1566,r643_1566.1975
643,1581,r643_1581.1975
643,1598,r643_1598.1975
643,1599,r643_1599.1975
643,1600,r643_1600.1975
643,1608,r643_1608.1975
643,1639,r643_1639.1975
643,1649,r643_1649.1975
643,1683,r643_1683.1975
643,1733,r643_1733.1975
643,1748,r643_1748.1975
643,1757,r643_1757.1975
643,1777,r643_1777.1975
643,1814,r643_1814.1975
643,1819,r643_1819.1975
643,1836,r643_1836.1975
643,1870,r643_1870.1975
643,1892,r643_1892.1975
643,1895,r643_1895.1975
643,1926,r643_1926.1975
643,1952,r643_1952.1975
643,1956,r643_1956.1975
643,1960,r643_1960.1975
643,1963,r643_1963.1975
643,1965,r643_1965.1975
643,1966,r643_1966.1975
643,1976,r643_1976.1975
643,1981,r643_1981.1975
643,1985,r643_1985.1975
643,2038,r643_2038.1975
643,2041,r643_2041.1975
643,2044,r643_2044.1975
643,2046,r643_2046.1975
643,2063,r643_2063.1975
643,2098,r643_2098.1975
643,2107,r643_2107.1975
643,2125,r643_2125.1975
643,2148,r643_2148.1975
643,2160,r643_2160.1975
643,2180,r643_2180.1975
643,2189,r643_2189.1975
643,2231,r643_2231.1975
643,2249,r643_2249.1975
643,2269,r643_2269.1975
643,2278,r643_2278.1975
643,2302,r643_2302.1975
643,2317,r643_2317.1975
643,2321,r643_2321.1975
643,2323,r643_2323.1975
643,2327,r643_2327.1975
643,2342,r643_2342.1975
643,2367,r643_2367.1975
643,2372,r643_2372.1975
643,2385,r643_2385.1975
643,2420,r643_2420.1975
643,2441,r643_2441.1975
643,2453,r643_2453.1975
643,2457,r643_2457.1975
643,2465,r643_2465.1975
643,2468,r643_2468.1975
643,2481,r643_2481.1975
643,2497,r643_2497.1975
643,2515,r643_2515.1975
643,2521,r643_2521.1975
643,2533,r643_2533.1975
677,41,r677_0041.1975
677,42,r677_0042.1975
677,44,r677_0044.1975
677,45,r677_0045.1975
677,46,r677_0046.1975
677,51,r677_0051.1975
677,58,r677_0058.1975
677,64,r677_0064.1975
677,73,r677_0073.1975
677,79,r677_0079.1975
677,89,r677_0089.1975
677,95,r677_0095.1975
677,123,r677_0123.1975
677,128,r677_0128.1975
677,164,r677_0164.1975
677,170,r677_0170.1975
677,189,r677_0189.1975
677,202,r677_0202.1975
677,215,r677_0215.1975
677,222,r677_0222.1975
677,228,r677_0228.1975
677,239,r677_0239.1975
677,250,r677_0250.1975
677,269,r677_0269.1975
677,278,r677_0278.1975
677,303,r677_0303.1975
677,320,r677_0320.1975
677,332,r677_0332.1975
677,349,r677_0349.1975
677,356,r677_0356.1975
677,361,r677_0361.1975
677,378,r677_0378.1975
677,379,r677_0379.1975
677,380,r677_0380.1975
677,381,r677_0381.1975
677,392,r677_0392.1975
677,408,r677_0408.1975
677,421,r677_0421.1975
677,423,r677_0423.1975
677,424,r677_0424.1975
677,430,r677_0430.1975
677,444,r677_0444.1975
677,450,r677_0450.1975
677,485,r677_0485.1975
677,510,r677_0510.1975
677,517,r677_0517.1975
677,539,r677_0539.1975
677,553,r677_0553.1975
677,574,r677_0574.1975
677,610,r677_0610.1975
677,648,r677_0648.1975
677,665,r677_0665.1975
677,688,r677_0688.1975
677,702,r677_0702.1975
677,705,r677_0705.1975
677,706,r677_0706.1975
677,713,r677_0713.1975
677,738,r677_0738.1975
677,782,r677_0782.1975
677,786,r677_0786.1975
677,787,r677_0787.1975
677,808,r677_0808.1975
677,812,r677_0812.1975
677,814,r677_0814.1975
677,825,r677_0825.1975
677,831,r677_0831.1975
677,840,r677_0840.1975
677,856,r677_0856.1975
677,860,r677_0860.1975
677,868,r677_0868.1975
677,900,r677_0900.1975
677,910,r677_0910.1975
677,924,r677_0924.1975
677,935,r677_0935.1975
677,943,r677_0943.1975
677,944,r677_0944.1975
677,950,r677_0950.1975
677,978,r677_0978.1975
677,988,r677_0988.1975
677,992,r677_0992.1975
677,997,r677_0997.1975
677,1006,r677_1006.1975
677,1008,r677_1008.1975
677,1011,r677_1011.1975
677,1013,r677_1013.1975
677,1017,r677_1017.1975
677,1037,r677_1037.1975
677,1042,r677_1042.1975
677,1054,r677_1054.1975
677,1060,r677_1060.1975
677,1061,r677_1061.1975
677,1069,r677_1069.1975
677,1084,r677_1084.1975
677,1087,r677_1087.1975
677,1088,r677_1088.1975
677,1124,r677_1124.1975
677,1134,r677_1134.1975
677,1150,r677_1150.1975
677,1153,r677_1153.1975
677,1155,r677_1155.1975
677,1180,r677_1180.1975
677,1182,r677_1182.1975
677,1199,r677_1199.1975
677,1228,r677_1228.1975
677,1238,r677_1238.1975
677,1273,r677_1273.1975
677,1278,r677_1278.1975
677,1290,r677_1290.1975
677,1297,r677_1297.1975
677,1312,r677_1312.1975
677,1331,r677_1331.1975
677,1337,r677_1337.1975
677,1342,r677_1342.1975
677,1357,r677_1357.1975
677,1363,r677_1363.1975
677,1389,r677_1389.1975
677,1392,r677_1392.1975
677,1419,r677_1419.1975
677,1426,r677_1426.1975
677,1435,r677_1435.1975
677,1441,r677_1441.1975
677,1454,r677_1454.1975
677,1457,r677_1457.1975
677,1478,r677_1478.1975
677,1479,r677_1479.1975
677,1482,r677_1482.1975
677,1486,r677_1486.1975
677,1510,r677_1510.1975
677,1519,r677_1519.1975
677,1523,r677_1523.1975
677,1532,r677_1532.1975
677,1537,r677_1537.1975
677,1568,r677_1568.1975
677,1578,r677_1578.1975
677,1580,r677_1580.1975
677,1589,r677_1589.1975
677,1592,r677_1592.1975
677,1598,r677_1598.1975
677,1610,r677_1610.1975
677,1618,r677_1618.1975
677,1621,r677_1621.1975
677,1628,r677_1628.1975
677,1635,r677_1635.1975
677,1644,r677_1644.1975
677,1650,r677_1650.1975
677,1658,r677_1658.1975
677,1666,r677_1666.1975
677,1676,r677_1676.1975
677,1682,r677_1682.1975
677,1692,r677_1692.1975
677,1697,r677_1697.1975
677,1725,r677_1725.1975
677,1738,r677_1738.1975
677,1743,r677_1743.1975
677,1744,r677_1744.1975
677,1748,r677_1748.1975
677,1761,r677_1761.1975
677,1762,r677_1762.1975
677,1765,r677_1765.1975
677,1778,r677_1778.1975
677,1779,r677_1779.1975
677,1808,r677_1808.1975
677,1835,r677_1835.1975
677,1838,r677_1838.1975
677,1877,r677_1877.1975
677,1879,r677_1879.1975
677,1896,r677_1896.1975
677,1900,r677_1900.1975
677,1901,r677_1901.1975
677,1902,r677_1902.1975
677,1903,r677_1903.1975
677,1968,r677_1968.1975
677,1970,r677_1970.1975
677,2011,r677_2011.1975
677,2023,r677_2023.1975
677,2025,r677_2025.1975
677,2029,r677_2029.1975
677,2030,r677_2030.1975
677,2040,r677_2040.1975
677,2076,r677_2076.1975
677,2109,r677_2109.1975
677,2118,r677_2118.1975
677,2135,r677_2135.1975
677,2160,r677_2160.1975
677,2162,r677_2162.1975
677,2174,r677_2174.1975
677,2175,r677_2175.1975
677,2176,r677_2176.1975
677,2183,r677_2183.1975
677,2186,r677_2186.1975
677,2191,r677_2191.1975
677,2207,r677_2207.1975
677,2223,r677_2223.1975
677,2233,r677_2233.1975
677,2237,r677_2237.1975
677,2238,r677_2238.1975
677,2252,r677_2252.1975
677,2264,r677_2264.1975
677,2319,r677_2319.1975
685,10,r685_0010.1985
685,19,r685_0019.1985
685,26,r685_0026.1985
685,32,r685_0032.1985
685,34,r685_0034.1985
685,39,r685_0039.1985
685,55,r685_0055.1985
685,68,r685_0068.1985
685,72,r685_0072.1985
685,76,r685_0076.1985
685,77,r685_0077.1985
685,78,r685_0078.1985
685,108,r685_0108.1985
685,123,r685_0123.1985
685,148,r685_0148.1985
685,165,r685_0165.1985
685,172,r685_0172.1985
685,174,r685_0174.1985
685,193,r685_0193.1985
685,214,r685_0214.1985
685,217,r685_0217.1985
685,220,r685_0220.1985
685,237,r685_0237.1985
685,241,r685_0241.1985
685,256,r685_0256.1985
685,269,r685_0269.1985
685,278,r685_0278.1985
685,292,r685_0292.1985
685,294,r685_0294.1985
685,297,r685_0297.1985
685,305,r685_0305.1985
685,306,r685_0306.1985
685,309,r685_0309.1985
685,313,r685_0313.1985
685,330,r685_0330.1985
685,337,r685_0337.1985
685,338,r685_0338.1985
685,339,r685_0339.1985
685,342,r685_0342.1985
685,343,r685_0343.1985
685,348,r685_0348.1985
685,360,r685_0360.1985
685,362,r685_0362.1985
685,387,r685_0387.1985
685,391,r685_0391.1985
685,400,r685_0400.1985
685,424,r685_0424.1985
685,428,r685_0428.1985
685,431,r685_0431.1985
685,438,r685_0438.1985
685,442,r685_0442.1985
685,460,r685_0460.1985
685,485,r685_0485.1985
685,486,r685_0486.1985
685,487,r685_0487.1985
685,504,r685_0504.1985
685,512,r685_0512.1985
685,516,r685_0516.1985
685,524,r685_0524.1985
685,526,r685_0526.1985
685,563,r685_0563.1985
685,565,r685_0565.1985
685,570,r685_0570.1985
685,579,r685_0579.1985
685,626,r685_0626.1985
685,628,r685_0628.1985
685,631,r685_0631.1985
685,649,r685_0649.1985
685,680,r685_0680.1985
685,693,r685_0693.1985
685,720,r685_0720.1985
685,732,r685_0732.1985
685,735,r685_0735.1985
685,752,r685_0752.1985
685,760,r685_0760.1985
685,761,r685_0761.1985
685,766,r685_0766.1985
685,775,r685_0775.1985
685,779,r685_0779.1985
685,782,r685_0782.1985
685,806,r685_0806.1985
685,826,r685_0826.1985
685,829,r685_0829.1985
685,838,r685_0838.1985
685,839,r685_0839.1985
685,846,r685_0846.1985
685,885,r685_0885.1985
685,897,r685_0897.1985
685,904,r685_0904.1985
685,914,r685_0914.1985
685,919,r685_0919.1985
685,934,r685_0934.1985
685,938,r685_0938.1985
685,946,r685_0946.1985
685,957,r685_0957.1985
685,963,r685_0963.1985
685,967,r685_0967.1985
685,971,r685_0971.1985
685,974,r685_0974.1985
685,977,r685_0977.1985
685,986,r685_0986.1985
685,991,r685_0991.1985
685,997,r685_0997.1985
685,1003,r685_1003.1985
685,1005,r685_1005.1985
685,1012,r685_1012.1985
685,1035,r685_1035.1985
685,1037,r685_1037.1985
685,1042,r685_1042.1985
685,1046,r685_1046.1985
685,1050,r685_1050.1985
685,1071,r685_1071.1985
685,1089,r685_1089.1985
685,1092,r685_1092.1985
685,1101,r685_1101.1985
685,1116,r685_1116.1985
685,1128,r685_1128.1985
685,1139,r685_1139.1985
685,1151,r685_1151.1985
685,1159,r685_1159.1985
685,1164,r685_1164.1985
685,1166,r685_1166.1985
685,1178,r685_1178.1985
685,1186,r685_1186.1985
685,1187,r685_1187.1985
685,1188,r685_1188.1985
685,1206,r685_1206.1985
685,1209,r685_1209.1985
685,1220,r685_1220.1985
685,1223,r685_1223.1985
685,1225,r685_1225.1985
685,1243,r685_1243.1985
685,1244,r685_1244.1985
685,1262,r685_1262.1985
685,1275,r685_1275.1985
685,1283,r685_1283.1985
685,1286,r685_1286.1985
685,1303,r685_1303.1985
685,1307,r685_1307.1985
685,1309,r685_1309.1985
685,1333,r685_1333.1985
685,1341,r685_1341.1985
